acc,taxid,organism,clade,taxon,slen
KU359395.1,683350,"Pyropia tanegashimensis isolate PAL1.3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359394.1,683350,"Pyropia tanegashimensis isolate PAL1.2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359393.1,683350,"Pyropia tanegashimensis isolate PAL1.1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU566568.1,1855819,"Osmundea prudhommevanreinei voucher MMS0144 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566567.1,1855819,"Osmundea prudhommevanreinei voucher MMS0065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KU566566.1,137767,"Osmundea truncata voucher MMS0139 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566565.1,137767,"Osmundea truncata voucher MMS0098 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566564.1,137767,"Osmundea truncata voucher MMS0156 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566563.1,137767,"Osmundea truncata voucher MMS0138 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566562.1,1855820,"Osmundea sp. 1 LLG-2016 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KU566561.1,1855818,"Osmundea silvae voucher MMS0060 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KU566560.1,99899,"Osmundea pinnatifida voucher MMS0059 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KU566559.1,1855817,"Osmundea oederi voucher MMS0007 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KU566557.1,1855817,"Osmundea oederi voucher MMS0208 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1464
KU566556.1,1855817,"Osmundea oederi voucher MMS0209 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1464
KU566555.1,1855817,"Osmundea oederi voucher MMS0210 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1464
KU566554.1,1855822,"Osmundea cf. silvae voucher MMS0207 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1464
KU566553.1,1855822,"Osmundea cf. silvae voucher MMS0014 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KU566552.1,1855821,"Osmundea cf. pinnatifida voucher MMS0211 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1464
KU566551.1,1855821,"Osmundea cf. pinnatifida voucher MMS0166 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566550.1,1855821,"Osmundea cf. pinnatifida voucher MMS0164 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
KU566549.1,1855821,"Osmundea cf. pinnatifida voucher MMS0206 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1464
KT881566.1,1574224,"Gracilaria cearensis voucher SP428097 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1451
KT881565.1,1574224,"Gracilaria cearensis voucher SP428099 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1451
KT881564.1,1574224,"Gracilaria cearensis voucher SP428103 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1451
KT881563.1,1574224,"Gracilaria cearensis voucher SP428117 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1451
KT881562.1,269640,"Gracilaria hayi voucher SP428111 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1450
KT881561.1,269640,"Gracilaria hayi voucher SP428112 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1450
KT881560.1,172944,"Gracilaria cuneata voucher SP428115 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1452
KT881559.1,172956,"Gracilaria intermedia voucher SP428119 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; plastid",Red algae,Rhodophyta,1452
KU762336.1,1807721,"Rhodenigma contortum strain JAW4846 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1419
KT154691.1,220761,"Botryocladia pyriformis voucher WES39 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1466
KU146868.1,1775948,"Yonagunia ligulata voucher MAD1388 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1446
KU146864.1,1775947,"Yonagunia atimo-vatae voucher MAD1372 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1439
KC920746.1,99899,"Osmundea pinnatifida voucher UAMIZ 1202 ribulose-1,5-bisphospate carboxylase/oxygenase (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1452
KC920745.1,1380024,"Osmundea sp. 2 JDL-2013 ribulose-1,5-bisphospate carboxylase/oxygenase (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1439
KC963963.1,1380037,"UNVERIFIED: Palisada iridescens from Mexico ribulose-1,5-bisphospate carboxylase/oxygenase-like (rbcL) gene, complete sequence; chloroplast",Red algae,Rhodophyta,1467
AB455541.1,481775,"Porphyra sp. TG-1 chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds",Red algae,Rhodophyta,1430
AB366146.1,481774,"Porphyra sp. P10 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",Red algae,Rhodophyta,1402
AB366145.1,526884,"Porphyra kinositae chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P9",Red algae,Rhodophyta,1402
AB366143.1,481773,"Porphyra sp. P7 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",Red algae,Rhodophyta,1402
AB366139.1,526884,"Porphyra kinositae chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P3",Red algae,Rhodophyta,1402
AB366138.1,481771,"Porphyra sp. P2 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",Red algae,Rhodophyta,1402
AB455547.1,2785,"Pyropia tenera chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds, strain: TY-1",Red algae,Rhodophyta,1429
AB455546.1,2785,"Pyropia tenera chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds, strain: IS-1",Red algae,Rhodophyta,1429
AB455545.1,2785,"Pyropia tenera chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds, strain: SH-1",Red algae,Rhodophyta,1429
AB455544.1,2785,"Pyropia tenera chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds, strain: KR-1",Red algae,Rhodophyta,1429
AB455543.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds, strain: OT-1",Red algae,Rhodophyta,1430
AB455542.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit, partial cds",Red algae,Rhodophyta,1430
AB366149.1,2785,"Pyropia tenera chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, strain: MT-1",Red algae,Rhodophyta,1402
AB366148.1,2785,"Pyropia tenera chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P12",Red algae,Rhodophyta,1402
AB366147.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P11",Red algae,Rhodophyta,1402
AB366144.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P8",Red algae,Rhodophyta,1402
AB366142.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P6",Red algae,Rhodophyta,1402
AB366141.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P5",Red algae,Rhodophyta,1402
AB366140.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P4",Red algae,Rhodophyta,1402
AB366137.1,2788,"Pyropia yezoensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, Sample: P1",Red algae,Rhodophyta,1402
KP019335.1,1690264,"Martensia albida voucher JN130722-6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1426
KP019334.1,1690264,"Martensia albida voucher JN130712-14 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1427
KP019333.1,1690264,"Martensia albida voucher JN130611-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1422
KP019332.1,1690264,"Martensia albida voucher JN130311-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1426
KP019331.1,1690264,"Martensia albida voucher JN130305-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1424
KP019329.1,1690264,"Martensia albida voucher JN130304-30 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1424
KP019327.1,1364886,"Martensia jejuensis voucher JN130130-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1423
KP019311.1,1364886,"Martensia jejuensis voucher JN130318-11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1419
KP019310.1,1364886,"Martensia jejuensis voucher JN130318-9 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KP019309.1,1364886,"Martensia jejuensis voucher JN130311-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
KP019308.1,1364886,"Martensia jejuensis voucher JN130731-136 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1427
KP019307.1,1364886,"Martensia jejuensis voucher JN130130-7 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1413
KP019306.1,1364886,"Martensia jejuensis voucher JN130130-6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1418
KP019305.1,1364886,"Martensia jejuensis voucher JN130130-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1426
KP019304.1,1364886,"Martensia jejuensis voucher JN121213-14 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1421
KP019303.1,1364886,"Martensia jejuensis voucher JN130712-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1423
KP019302.1,1364886,"Martensia jejuensis voucher JN121212-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1420
KP019301.1,1364886,"Martensia jejuensis voucher JN140123-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1414
KC012601.1,1380023,"Osmundea sp. 1 JDL-2013 isolate Parcel do Sul ribulose 1,5 bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
KC012600.1,1380023,"Osmundea sp. 1 JDL-2013 isolate Laje de Santos ribulose 1,5 bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
KM896877.1,1550625,"Kallymenia crouaniorum voucher RMAR1318 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1415
KM896874.1,1550625,"Kallymenia crouaniorum voucher LLG3004 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1421
KM609435.1,1677827,"Neosiphonia echinata isolate TC539 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1422
KM609434.1,1677827,"Neosiphonia echinata isolate TC8872 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1449
KM609433.1,1677827,"Neosiphonia echinata isolate TC8871 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1443
KP876025.1,1682381,"Pyropia nitida voucher UC<USA-CA>:1966781 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, promoter region and complete cds; plastid",Red algae,Rhodophyta,1467
KM369124.1,646940,"Corallinapetra novaezelandiae voucher WELT A032914 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
KM369163.1,1578113,"Amphiroa sp. SYK-2014 voucher WELT A032959 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
GU046410.1,745035,"Pyropia plicata isolate MATS 52 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1483
KJ778612.1,1619681,"Polysiphonia sp. BYW-2015b ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1428
KJ778611.1,1619680,"Polysiphonia sp. BYW-2015a ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1428
KJ801809.1,1620271,"Colaconema infestans voucher SP 400.8270 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1410
EU223047.2,1682294,"Porphyra conwayae isolate Pcon445TOF ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
EU223046.2,1682294,"Porphyra conwayae isolate Pcon441TOF ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
EU223045.2,1682294,"Porphyra conwayae isolate Pcon431SJF ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
EU223044.2,1682294,"Porphyra conwayae isolate Pcon430SJF ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
EU223042.2,1682294,"Porphyra conwayae isolate Pcon390TOF ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
EU223041.2,1682294,"Porphyra conwayae isolate Pcon389TOF ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
KJ652016.1,1509399,"Titanoderma sp. 2 LAF6735 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1401
