acc,taxid,slen,organelle_class
NC_082317.1,78594,54092,mitochondrion
NC_082318.1,37245,67808,mitochondrion
NC_082319.1,153298,16794,mitochondrion
NC_082320.1,2933650,16763,mitochondrion
NC_082321.1,175133,16855,mitochondrion
NC_082322.1,181117,16832,mitochondrion
NC_082323.1,397057,25346,mitochondrion
NC_082324.1,316378,16562,mitochondrion
NC_082325.1,279102,20241,mitochondrion
NC_082326.1,2749104,20113,mitochondrion
NC_082327.1,559540,20180,mitochondrion
NC_082328.1,1346166,20271,mitochondrion
NC_082329.1,283053,20069,mitochondrion
NC_082330.1,2053948,20224,mitochondrion
NC_082331.1,2718909,20122,mitochondrion
NC_082332.1,3071384,15356,mitochondrion
NC_082333.1,3071386,15533,mitochondrion
NC_082334.1,3071388,15717,mitochondrion
NC_082336.1,29793,154770,photosynthetic plastid
NC_082337.1,669698,154611,photosynthetic plastid
NC_082338.1,462873,153524,photosynthetic plastid
NC_082339.1,3064228,161248,photosynthetic plastid
NC_082340.1,3071385,15575,mitochondrion
NC_082427.1,798180,150738,photosynthetic plastid
NC_082428.1,345840,15734,mitochondrion
NC_082429.1,440949,149384,photosynthetic plastid
NC_082430.1,460654,121867,photosynthetic plastid
NC_082431.1,74504,144329,photosynthetic plastid
NC_082432.1,74519,135593,photosynthetic plastid
NC_082433.1,426669,116024,photosynthetic plastid
NC_082434.1,63632,560800,mitochondrion
NC_082435.1,626692,378373,mitochondrion
NC_082436.1,626692,129995,photosynthetic plastid
NC_082437.1,681779,15239,mitochondrion
NC_082438.1,482357,15193,mitochondrion
NC_082439.1,271556,147945,photosynthetic plastid
NC_082440.1,271554,148722,photosynthetic plastid
NC_082441.1,271557,147940,photosynthetic plastid
NC_082442.1,3037030,15887,mitochondrion
NC_082443.1,3037031,15728,mitochondrion
NC_082444.1,2093428,15754,mitochondrion
NC_082446.1,3037056,16198,mitochondrion
NC_082447.1,1928789,15609,mitochondrion
NC_082448.1,1661816,15513,mitochondrion
NC_082450.1,1928763,15984,mitochondrion
NC_082451.1,2163922,16580,mitochondrion
NC_082452.1,2163936,15444,mitochondrion
NC_082453.1,3037036,16480,mitochondrion
NC_082454.1,3037035,16310,mitochondrion
NC_082455.1,3037038,15981,mitochondrion
NC_082456.1,3037037,17564,mitochondrion
NC_082457.1,3037039,15502,mitochondrion
NC_082458.1,2814253,15943,mitochondrion
NC_082459.1,6984,15955,mitochondrion
NC_082460.1,2856136,15905,mitochondrion
NC_082461.1,1928798,15894,mitochondrion
NC_082462.1,1928779,15515,mitochondrion
NC_082463.1,1928780,15514,mitochondrion
NC_082464.1,3037058,15765,mitochondrion
NC_082465.1,1928781,15868,mitochondrion
NC_082466.1,1928782,15989,mitochondrion
NC_082467.1,1928776,15430,mitochondrion
NC_082468.1,1928783,15396,mitochondrion
NC_082469.1,1080995,15366,mitochondrion
NC_082470.1,2829132,16084,mitochondrion
NC_082471.1,1928774,15373,mitochondrion
NC_082472.1,1928773,15473,mitochondrion
NC_082473.1,3035031,15494,mitochondrion
NC_082474.1,1928791,15572,mitochondrion
NC_082475.1,3035036,16025,mitochondrion
NC_082476.1,3035034,16221,mitochondrion
NC_082477.1,3037044,15990,mitochondrion
NC_082478.1,3035026,16261,mitochondrion
NC_082479.1,2421534,14793,mitochondrion
NC_082480.1,3036343,16175,mitochondrion
NC_082481.1,3036352,15947,mitochondrion
NC_082482.1,3036341,16471,mitochondrion
NC_082483.1,2093449,15358,mitochondrion
NC_082484.1,1432377,17470,mitochondrion
NC_082485.1,1432379,15921,mitochondrion
NC_082486.1,2609386,16169,mitochondrion
NC_082487.1,2609393,16700,mitochondrion
NC_082488.1,1928794,15746,mitochondrion
NC_082489.1,3037028,16178,mitochondrion
NC_082490.1,112978,16183,mitochondrion
NC_082491.1,66617,16292,mitochondrion
NC_082492.1,2856146,15665,mitochondrion
NC_082493.1,2744871,15648,mitochondrion
NC_082494.1,1670702,15510,mitochondrion
NC_082495.1,2744873,15458,mitochondrion
NC_082496.1,2163934,15562,mitochondrion
NC_082497.1,1928793,15933,mitochondrion
NC_082498.1,3037043,15566,mitochondrion
NC_082499.1,3037041,15897,mitochondrion
NC_082500.1,2972401,15576,mitochondrion
NC_082501.1,1928775,15468,mitochondrion
NC_082502.1,3037040,15618,mitochondrion
NC_082503.1,414042,120999,photosynthetic plastid
NC_082504.1,320637,16665,mitochondrion
NC_082505.1,113272,16162,mitochondrion
NC_082506.1,113277,16710,mitochondrion
NC_082507.1,113275,16774,mitochondrion
NC_082508.1,2590489,16609,mitochondrion
NC_082509.1,2175132,15915,mitochondrion
NC_082510.1,2567076,15732,mitochondrion
NC_082511.1,3015549,15873,mitochondrion
NC_082512.1,3015541,15677,mitochondrion
NC_082513.1,1464637,15657,mitochondrion
NC_082514.1,3015557,15853,mitochondrion
NC_082515.1,3015559,15637,mitochondrion
NC_082516.1,3015544,15553,mitochondrion
NC_082517.1,2175130,15724,mitochondrion
NC_082518.1,2175135,15651,mitochondrion
NC_082519.1,3037680,15665,mitochondrion
NC_082520.1,119269,15574,mitochondrion
NC_082521.1,3015555,15561,mitochondrion
NC_082522.1,3015556,15562,mitochondrion
NC_082523.1,445395,15740,mitochondrion
NC_082524.1,3015558,15569,mitochondrion
NC_082525.1,3015543,15764,mitochondrion
NC_082526.1,88407,25255,mitochondrion
NC_082527.1,586843,16581,mitochondrion
NC_082528.1,2862834,16579,mitochondrion
NC_082529.1,586844,16777,mitochondrion
NC_082530.1,475168,16570,mitochondrion
NC_082531.1,2759230,16580,mitochondrion
NC_082532.1,1912673,17853,mitochondrion
NC_082533.1,1087485,15231,mitochondrion
NC_082534.1,452951,156406,photosynthetic plastid
NC_082535.1,1812995,160684,photosynthetic plastid
NC_082536.1,1891981,6007,mitochondrion
NC_082537.1,1147704,5994,mitochondrion
NC_082538.1,907502,5991,mitochondrion
NC_082539.1,4392,298961,mitochondrion
NC_082540.1,1973199,6001,mitochondrion
NC_082541.1,3062496,13857,mitochondrion
NC_082542.1,133948,156135,photosynthetic plastid
NC_082543.1,587680,150566,photosynthetic plastid
NC_082544.1,172147,18711,mitochondrion
NC_082545.1,271940,16561,mitochondrion
NC_082546.1,1311474,17980,mitochondrion
NC_082547.1,1003968,16523,mitochondrion
NC_082548.1,1604631,18626,mitochondrion
NC_082549.1,372796,17422,mitochondrion
NC_082550.1,224718,16659,mitochondrion
NC_082551.1,2961587,16449,mitochondrion
NC_082552.1,39110,16445,mitochondrion
NC_082553.1,472766,17498,mitochondrion
NC_082554.1,94949,16534,mitochondrion
NC_082555.1,8265,17217,mitochondrion
NC_082556.1,75015,16620,mitochondrion
NC_082557.1,2048767,17821,mitochondrion
NC_082558.1,2996720,16520,mitochondrion
NC_082559.1,216979,16624,mitochondrion
NC_082560.1,630648,17590,mitochondrion
NC_082561.1,40507,16506,mitochondrion
NC_082562.1,40500,16501,mitochondrion
NC_082563.1,1311451,16529,mitochondrion
NC_082564.1,40509,16495,mitochondrion
NC_082565.1,245696,16696,mitochondrion
NC_082566.1,1072477,16722,mitochondrion
NC_082567.1,245694,16522,mitochondrion
NC_082568.1,2996723,16913,mitochondrion
NC_082569.1,1266863,16517,mitochondrion
NC_082570.1,303740,16448,mitochondrion
NC_082571.1,1316013,16480,mitochondrion
NC_082572.1,40496,16504,mitochondrion
NC_082574.1,99037,149827,photosynthetic plastid
NC_082575.1,3073537,153305,photosynthetic plastid
NC_082576.1,3073538,153297,photosynthetic plastid
NC_082577.1,554380,153669,photosynthetic plastid
NC_082578.1,1812870,17856,mitochondrion
NC_082579.1,289799,159370,photosynthetic plastid
NC_082581.1,124693,156266,photosynthetic plastid
NC_082582.1,3073539,153299,photosynthetic plastid
NC_082585.1,3073542,153306,photosynthetic plastid
NC_082586.1,3073543,153311,photosynthetic plastid
NC_082587.1,2968229,153294,photosynthetic plastid
NC_082589.1,2015378,152950,photosynthetic plastid
NC_082590.1,154293,52139,mitochondrion
NC_082591.1,94219,60351,mitochondrion
NC_082592.1,154292,55806,mitochondrion
NC_082742.1,1311412,16442,mitochondrion
NC_082743.1,303715,16440,mitochondrion
NC_082744.1,2996724,16516,mitochondrion
NC_082745.1,224711,16696,mitochondrion
NC_082746.1,29154,16517,mitochondrion
NC_082747.1,316141,16507,mitochondrion
NC_082748.1,182431,17802,mitochondrion
NC_082749.1,2996726,16507,mitochondrion
NC_082750.1,390314,16506,mitochondrion
NC_082751.1,107947,16699,mitochondrion
NC_082752.1,245095,16488,mitochondrion
NC_082753.1,173334,16520,mitochondrion
NC_082754.1,391213,17897,mitochondrion
NC_082755.1,195623,17054,mitochondrion
NC_082756.1,394698,17313,mitochondrion
NC_082757.1,72055,17617,mitochondrion
NC_082758.1,72066,17062,mitochondrion
NC_082759.1,72101,17036,mitochondrion
NC_082760.1,72088,17620,mitochondrion
NC_082761.1,72073,17063,mitochondrion
NC_082762.1,72107,17061,mitochondrion
NC_082763.1,72108,17063,mitochondrion
NC_082764.1,72078,17053,mitochondrion
NC_082765.1,72087,17059,mitochondrion
NC_082766.1,72094,17020,mitochondrion
NC_082767.1,72076,17062,mitochondrion
NC_082768.1,641109,17186,mitochondrion
NC_082769.1,382953,17215,mitochondrion
NC_082770.1,641108,17243,mitochondrion
NC_082771.1,394703,16783,mitochondrion
NC_082772.1,72057,17043,mitochondrion
NC_082773.1,557335,16741,mitochondrion
NC_082774.1,341249,16785,mitochondrion
NC_082775.1,72079,17062,mitochondrion
NC_082776.1,72060,17617,mitochondrion
NC_082777.1,980343,17215,mitochondrion
NC_082778.1,72067,17241,mitochondrion
NC_082779.1,72093,17325,mitochondrion
NC_082780.1,573213,16968,mitochondrion
NC_082781.1,98657,16495,mitochondrion
NC_082782.1,274759,16959,mitochondrion
NC_082783.1,1402070,16865,mitochondrion
NC_082784.1,470227,16794,mitochondrion
NC_082785.1,470226,16849,mitochondrion
NC_082786.1,1176151,16617,mitochondrion
NC_082787.1,255553,16769,mitochondrion
NC_082788.1,72106,17340,mitochondrion
NC_082789.1,274770,16734,mitochondrion
NC_082790.1,72086,17346,mitochondrion
NC_082791.1,72096,16785,mitochondrion
NC_082792.1,72097,17061,mitochondrion
NC_082793.1,3363547,16908,mitochondrion
NC_082794.1,1573627,16861,mitochondrion
NC_082795.1,1049575,16527,mitochondrion
NC_082796.1,201702,16854,mitochondrion
NC_082797.1,2996727,17046,mitochondrion
NC_082798.1,320401,16694,mitochondrion
NC_082799.1,341243,16688,mitochondrion
NC_082800.1,341246,16826,mitochondrion
NC_082801.1,341250,16751,mitochondrion
NC_082802.1,394704,17242,mitochondrion
NC_082803.1,195626,17077,mitochondrion
NC_082804.1,30945,17216,mitochondrion
NC_082805.1,89058,16898,mitochondrion
NC_082806.1,195639,17149,mitochondrion
NC_082807.1,428036,16526,mitochondrion
NC_082808.1,2838337,16910,mitochondrion
NC_082809.1,341244,16770,mitochondrion
NC_082810.1,192378,16511,mitochondrion
NC_082811.1,274741,16498,mitochondrion
NC_082812.1,433389,17055,mitochondrion
NC_082813.1,433390,16902,mitochondrion
NC_082814.1,433391,16884,mitochondrion
NC_082815.1,433388,17122,mitochondrion
NC_082816.1,72071,17341,mitochondrion
NC_082817.1,433386,16808,mitochondrion
NC_082818.1,72070,17336,mitochondrion
NC_082819.1,209541,16870,mitochondrion
NC_082820.1,72110,16495,mitochondrion
NC_082821.1,72069,17728,mitochondrion
NC_082822.1,447117,157781,photosynthetic plastid
NC_082823.1,447484,157401,photosynthetic plastid
NC_082824.1,162003,59208,mitochondrion
NC_082825.1,161986,64034,mitochondrion
NC_082826.1,2873415,194653,photosynthetic plastid
NC_082827.1,3025417,16977,mitochondrion
NC_082828.1,611686,16550,mitochondrion
NC_082829.1,3072306,16395,mitochondrion
NC_082830.1,611689,16651,mitochondrion
NC_082831.1,3072307,17179,mitochondrion
NC_082832.1,1916091,25683,mitochondrion
NC_082833.1,77205,23956,mitochondrion
NC_082834.1,1007502,30117,mitochondrion
NC_082835.1,180788,24347,mitochondrion
NC_082836.1,1387563,50704,mitochondrion
NC_082837.1,34386,24260,mitochondrion
NC_082838.1,69891,26991,mitochondrion
NC_082839.1,34388,24316,mitochondrion
NC_082840.1,81478,24313,mitochondrion
NC_082841.1,162045,64169,mitochondrion
NC_082842.1,161979,69325,mitochondrion
NC_082843.1,162004,63890,mitochondrion
NC_082844.1,78475,58132,mitochondrion
NC_082845.1,2871681,140643,photosynthetic plastid
NC_082846.1,3072172,16946,mitochondrion
NC_082847.1,2969293,16494,mitochondrion
NC_082848.1,753646,16497,mitochondrion
NC_082849.1,3040460,16562,mitochondrion
NC_082850.1,238055,16515,mitochondrion
NC_082851.1,319749,16508,mitochondrion
NC_082852.1,3028462,18197,mitochondrion
NC_082853.1,2970949,16619,mitochondrion
NC_082854.1,197326,171833,photosynthetic plastid
NC_082855.1,3101723,176465,photosynthetic plastid
NC_082856.1,137763,172020,photosynthetic plastid
NC_082857.1,53212,157588,photosynthetic plastid
NC_082858.1,42017,177606,photosynthetic plastid
NC_082859.1,35925,421308,mitochondrion
NC_082860.1,3047135,15692,mitochondrion
NC_082861.1,2506998,15685,mitochondrion
NC_082862.1,2506997,15689,mitochondrion
NC_082863.1,85707,41889,mitochondrion
NC_082864.1,2759497,15461,mitochondrion
NC_082865.1,1087512,15336,mitochondrion
NC_082866.1,2859697,15348,mitochondrion
NC_082867.1,522852,15264,mitochondrion
NC_082868.1,1088418,15201,mitochondrion
NC_082869.1,1652091,15312,mitochondrion
NC_082870.1,1086255,15384,mitochondrion
NC_082871.1,522862,16035,mitochondrion
NC_082872.1,283866,15377,mitochondrion
NC_082873.1,469309,15341,mitochondrion
NC_082874.1,522812,15224,mitochondrion
NC_082875.1,1088212,15214,mitochondrion
NC_082876.1,470732,15328,mitochondrion
NC_082877.1,1169768,15271,mitochondrion
NC_082878.1,3057152,15151,mitochondrion
NC_082879.1,1349625,15390,mitochondrion
NC_082880.1,652078,15589,mitochondrion
NC_082881.1,1977301,15718,mitochondrion
NC_082882.1,84665,15730,mitochondrion
NC_082883.1,652055,15347,mitochondrion
NC_082884.1,3022720,15579,mitochondrion
NC_082885.1,652862,15588,mitochondrion
NC_082886.1,3073166,16898,mitochondrion
NC_082887.1,1550555,15926,mitochondrion
NC_082888.1,2990467,15839,mitochondrion
NC_082889.1,3022721,15869,mitochondrion
NC_082890.1,399052,15783,mitochondrion
NC_082891.1,3022722,15997,mitochondrion
NC_082892.1,652081,15731,mitochondrion
NC_082893.1,652079,15587,mitochondrion
NC_082894.1,652874,15770,mitochondrion
NC_082895.1,652071,15811,mitochondrion
NC_082896.1,652056,15175,mitochondrion
NC_082897.1,3057154,15354,mitochondrion
NC_082898.1,3057151,15338,mitochondrion
NC_082899.1,2906264,15279,mitochondrion
NC_082900.1,3057148,15255,mitochondrion
NC_082901.1,3057150,15494,mitochondrion
NC_082902.1,3057149,14928,mitochondrion
NC_082903.1,3057153,15739,mitochondrion
NC_082904.1,462872,157736,photosynthetic plastid
NC_082905.1,3073295,15681,mitochondrion
NC_082906.1,175757,164417,photosynthetic plastid
NC_082907.1,175735,172418,photosynthetic plastid
NC_082908.1,177870,14732,mitochondrion
NC_082909.1,1763602,15767,mitochondrion
NC_082910.1,177813,14920,mitochondrion
NC_082911.1,1968986,15252,mitochondrion
NC_082912.1,1968931,15511,mitochondrion
NC_082913.1,3020961,145322,photosynthetic plastid
NC_082914.1,339075,145004,photosynthetic plastid
NC_082915.1,53059,143223,photosynthetic plastid
NC_082916.1,331181,143233,photosynthetic plastid
NC_082917.1,154325,18481,mitochondrion
NC_082918.1,2653937,18481,mitochondrion
NC_082919.1,2981182,138144,photosynthetic plastid
NC_082920.1,1971366,159476,photosynthetic plastid
NC_082921.1,1499945,55369,mitochondrion
NC_082922.1,137186,129815,photosynthetic plastid
NC_082923.1,222649,132834,photosynthetic plastid
NC_082924.1,698813,132893,photosynthetic plastid
NC_082925.1,3073856,132907,photosynthetic plastid
NC_082926.1,56908,129927,photosynthetic plastid
NC_082927.1,3073857,130314,photosynthetic plastid
NC_082928.1,2060757,130077,photosynthetic plastid
NC_082929.1,2060756,129763,photosynthetic plastid
NC_082930.1,1056698,15971,mitochondrion
NC_082931.1,418985,15009,mitochondrion
NC_082932.1,204544,16038,mitochondrion
NC_082933.1,3068913,15086,mitochondrion
NC_082934.1,3068914,17643,mitochondrion
NC_082935.1,510007,15398,mitochondrion
NC_082936.1,2996394,13728,mitochondrion
NC_082937.1,110763,93473,mitochondrion
NC_082938.1,2974004,14507,mitochondrion
NC_082939.1,240697,16452,mitochondrion
NC_082940.1,137882,16557,mitochondrion
NC_082941.1,3074281,16778,mitochondrion
NC_082942.1,3030690,17660,mitochondrion
NC_082943.1,1898823,160264,photosynthetic plastid
NC_082944.1,379420,5989,mitochondrion
NC_082945.1,379405,5988,mitochondrion
NC_082946.1,617696,17085,mitochondrion
NC_082947.1,617670,15785,mitochondrion
NC_082948.1,618762,17670,mitochondrion
NC_082949.1,3074305,18320,mitochondrion
NC_082950.1,231732,17247,mitochondrion
NC_082951.1,3074306,17506,mitochondrion
NC_082952.1,1627845,18370,mitochondrion
NC_082953.1,3074312,17334,mitochondrion
NC_082954.1,617863,17559,mitochondrion
NC_082955.1,617864,19813,mitochondrion
NC_082956.1,617865,18063,mitochondrion
NC_082957.1,3074307,17976,mitochondrion
NC_082958.1,617871,17399,mitochondrion
NC_082959.1,617872,16901,mitochondrion
NC_082960.1,3074309,17356,mitochondrion
NC_082961.1,3074308,17088,mitochondrion
NC_082962.1,3074310,18237,mitochondrion
NC_082963.1,2917579,156513,photosynthetic plastid
NC_082964.1,2773961,14703,mitochondrion
NC_082965.1,3074321,157021,photosynthetic plastid
NC_082966.1,1623366,156860,photosynthetic plastid
NC_082967.1,979727,156994,photosynthetic plastid
NC_082968.1,1623363,157025,photosynthetic plastid
NC_082969.1,984478,156860,photosynthetic plastid
NC_082970.1,1968705,36592,mitochondrion
NC_082971.1,56038,155610,photosynthetic plastid
NC_082972.1,458696,720306,mitochondrion
NC_082973.1,2057782,16435,mitochondrion
NC_082974.1,114280,152809,photosynthetic plastid
NC_082975.1,3074754,156631,photosynthetic plastid
NC_082976.1,1840585,157067,photosynthetic plastid
NC_082977.1,2939673,157029,photosynthetic plastid
NC_082978.1,1454366,157172,photosynthetic plastid
NC_082979.1,2915795,157067,photosynthetic plastid
NC_082980.1,2915786,157068,photosynthetic plastid
NC_082981.1,542750,157048,photosynthetic plastid
NC_082982.1,1903112,15629,mitochondrion
NC_082983.1,1903098,15702,mitochondrion
NC_082984.1,1903116,15637,mitochondrion
NC_082985.1,172117,16674,mitochondrion
NC_082987.1,76798,16813,mitochondrion
