acc,taxid,title,slen
NC_086669.1,1170574,"Heliconia orthotricha chloroplast, complete genome",161689
NC_086670.1,446147,"Heliconia caribaea chloroplast, complete genome",161908
NC_086671.1,446146,"Heliconia bihai chloroplast, complete genome",161745
NC_086672.1,1125927,"Heliconia tortuosa chloroplast, complete genome",161672
NC_086673.1,3544,"Mesembryanthemum crystallinum mitochondrion, complete sequence",1005707
NC_086674.1,58934,"Zizania latifolia mitochondrion, complete sequence",390962
NC_086675.1,66646,"Tetraena mongolica mitochondrion, complete sequence",637925
NC_086676.1,165200,"Actinidia eriantha mitochondrion, complete sequence",772631
NC_086677.1,122537,"Hyoseris radiata chloroplast, complete genome",153074
NC_086678.1,58662,"Hyoseris scabra chloroplast, complete genome",152895
NC_086679.1,50194,"Sonchus bourgeauii chloroplast, complete genome",151913
NC_086680.1,255580,"Sonchus hydrophilus chloroplast, complete genome",151841
NC_086681.1,50204,"Sonchus kirkii chloroplast, complete genome",151837
NC_086682.1,50206,"Sonchus maritimus chloroplast, complete genome",152124
NC_086683.1,50210,"Sonchus palustris chloroplast, complete genome",152478
NC_086684.1,3060854,"Sonchus laceratus chloroplast, complete genome",152294
NC_086685.1,29722,"Amaranthus tricolor mitochondrion, complete sequence",156427
NC_086686.1,4550,"Secale cereale mitochondrion, complete sequence",268339
NC_086687.1,197124,"Microcos paniculata mitochondrion, complete sequence",380906
NC_086688.1,85571,"Citrus reticulata mitochondrion, complete sequence",517914
NC_086689.1,99300,"Rehmannia glutinosa mitochondrion, complete sequence",545329
NC_086690.1,236974,"Trapa bicornis mitochondrion, complete sequence",383262
NC_086691.1,236973,"Trapa incisa mitochondrion, complete sequence",381774
NC_086692.1,61589,"Viburnum dentatum chloroplast, complete genome",157964
NC_086693.1,237959,"Viburnum tinus chloroplast, complete genome",158062
NC_086694.1,179996,"Viburnum plicatum chloroplast, complete genome",158595
NC_086695.1,61590,"Viburnum lentago chloroplast, complete genome",158314
NC_086696.1,1127633,"Viburnum amplificatum chloroplast, complete genome",159015
NC_086697.1,1444320,"Viburnum grandiflorum chloroplast, complete genome",158151
NC_086698.1,1617347,"Luisia amesiana voucher 20220501ly chloroplast, complete genome",147331
NC_086699.1,2137411,"Luisia morsei voucher 20220503ly chloroplast, complete genome",147388
NC_086700.1,907956,"Luisia thailandica voucher 20220504ly chloroplast, complete genome",146901
NC_086701.1,469745,"Luisia trichorrhiza voucher 20220505ly chloroplast, complete genome",146984
NC_086702.1,1424676,"Angraecum borbonicum voucher MH Li132 chloroplast, complete genome",150743
NC_086703.1,1905246,"Angraecum lecomtei voucher MH Li133 chloroplast, complete genome",151277
NC_086704.1,78697,"Angraecum sesquipedale voucher MH Li134 chloroplast, complete genome",151818
NC_086705.1,1424690,"Angraecum sororium voucher MH Li135 chloroplast, complete genome",151341
NC_086706.1,248856,"Meconopsis torquata chloroplast, complete genome",153290
NC_086707.1,1001094,"Sclerocactus unguispinus chloroplast, complete genome",138868
NC_086708.1,692012,"Heracleum subtomentellum chloroplast, complete genome",141862
NC_086709.1,1036588,"Glochidion lanceolarium chloroplast, complete genome",157219
NC_086710.1,271538,"Breynia disticha chloroplast, complete genome",154663
NC_086711.1,301005,"Phyllanthus fluitans chloroplast, complete genome",152927
NC_086712.1,1384180,"Phyllanthus hirsutus chloroplast, complete genome",157276
NC_086713.1,648869,"Glochidion eriocarpum chloroplast, complete genome",157460
NC_086714.1,219869,"Syzygium bamagense chloroplast, complete genome",159175
NC_086715.1,1489815,"Syzygium cinereum chloroplast, complete genome",158399
NC_086716.1,331231,"Pomatocalpa diffusum chloroplast, complete genome",148198
NC_086717.1,334451,"Allocreadium lobatum mitochondrion, complete genome",14427
NC_086718.1,985756,"Creptotrematina aguirrepequenoi mitochondrion, complete genome",13798
NC_086719.1,931411,"Bembidion laterale mitochondrion, complete genome",15990
NC_086720.1,152231,"Ortmanniana ligamentina mitochondrion, complete sequence",17015
NC_086721.1,118702,"Nicotiana longiflora mitochondrion, complete genome",348585
NC_086722.1,222698,"Clarias meladerma mitochondrion, complete genome",16808
NC_086723.1,225755,"Siganus argenteus mitochondrion, complete genome",16495
NC_086724.1,109914,"Hemitaurichthys polylepis mitochondrion, complete genome",16580
NC_086725.1,2725302,"Triplophysa grahami mitochondrion, complete genome",16566
NC_086726.1,2048585,"Schistura yingjiangensis mitochondrion, complete genome",16571
NC_086727.1,376874,"Tetrataenium nepalense chloroplast, complete genome",142034
NC_086728.1,226581,"Hedyosmum orientale chloroplast, complete genome",158010
NC_086729.1,413293,"Periploca calophylla chloroplast, complete genome",153717
NC_086730.1,3115592,"Periploca floribunda chloroplast, complete genome",153779
NC_086731.1,3115593,"Periploca chrysantha chloroplast, complete genome",153535
NC_086732.1,980011,"Bidens hawaiensis mitochondrion, complete genome",197167
NC_086733.1,240043,"Chenopodium acuminatum mitochondrion, complete genome",358737
NC_086734.1,427841,"Elaeagnus moorcroftii chloroplast, complete genome",150567
NC_086735.1,435766,"Cenchrus longissimus chloroplast, complete genome",138134
NC_086736.1,863852,"Cenchrus massaicus chloroplast, complete genome",137929
NC_086737.1,173850,"Cenchrus clandestinus chloroplast, complete genome",138001
NC_086738.1,208282,"Eragrostis nutans chloroplast, complete genome",134829
NC_086739.1,29694,"Cenchrus longisetus chloroplast, complete genome",138554
NC_086740.1,48735,"Cenchrus setaceus chloroplast, complete genome",138037
NC_086741.1,281131,"Cenchrus orientalis chloroplast, complete genome",138406
NC_086742.1,281129,"Cenchrus polystachios chloroplast, complete genome",138171
NC_086743.1,1461608,"Cenchrus glaucus chloroplast, complete genome",138119
NC_086744.1,2503017,"Cenchrus purpurascens isolate Liqiu chloroplast, complete genome",138053
NC_086745.1,869930,"Tarsiger indicus voucher PB2022027 mitochondrion, complete genome",16723
NC_086746.1,77334,"Asparagus falcatus chloroplast, complete genome",157128
NC_086747.1,3045930,"Asparagus subscandens chloroplast, complete genome",156985
NC_086748.1,1889606,"Camellia tianeensis chloroplast, complete genome",156865
NC_086749.1,450940,"Camellia chekiangoleosa mitochondrion, complete genome",922518
NC_086750.1,1245649,"Elmerina hispida isolate starn MES06 mitochondrion, complete genome",265604
NC_086751.1,332336,"Rehmannia chingii mitochondrion, complete genome",783161
NC_086752.1,113534,"Tetradesmus reginae strain CCAP 276/66 chloroplast, complete genome",174511
NC_086753.1,113531,"Tetradesmus distendus strain FBCC-A1020 chloroplast, complete genome",167631
NC_086754.1,119574,"Tetradesmus dimorphus strain FBCC-A0330 chloroplast, complete genome",196309
NC_086755.1,269609,"Tetradesmus bajacalifornicus strain SAG 3.99 chloroplast, complete genome",156181
NC_086756.1,2291721,"Tetradesmus arenicola strain SAG 2564 chloroplast, complete genome",151685
NC_086757.1,381729,"Sonchus bipontini chloroplast, complete genome",152180
NC_086758.1,43188,"Sonchus bulbosus chloroplast, complete genome",152426
NC_086759.1,50213,"Sonchus schweinfurthii chloroplast, complete genome",152292
NC_086760.1,2571047,"Dermestes vorax mitochondrion, complete genome",15775
NC_086761.1,182298,"Camellia granthamiana mitochondrion, complete genome",922816
NC_086762.1,2153054,"Triplophysa weiheensis mitochondrion, complete genome",16570
NC_086763.1,3479460,"Monolepta bicavipennis mitochondrion, complete genome",16672
NC_086764.1,3116834,"Monolepta cavipennis mitochondrion, complete genome",16965
NC_086765.1,1391588,"Monolepta wilcoxi mitochondrion, complete genome",16985
NC_086766.1,380052,"Monolepta pallidula mitochondrion, complete genome",15866
NC_086767.1,904554,Myxobolus shantungensis isolate WR13-030-CRP1 complete mitochondrial genome,36813
NC_086768.1,649408,Myxobolus wulii isolate C1 complete mitochondrial genome,34177
NC_086769.1,669202,Thelohanellus kitauei isolate A1 complete mitochondrial genome,33567
NC_086770.1,1085956,Myxobolus honghuensis isolate D1 complete mitochondrial genome,32954
NC_086771.1,275449,Sphaeromyxa zaharoni isolate 24.2.2011 complete mitochondrial genome,42680
NC_086772.1,1524124,"Tectaria coadunata chloroplast, complete genome",148333
NC_086773.1,227531,"Anopheles plumbeus mitochondrion, complete genome",16256
NC_086774.1,2291139,"Malva cathayensis chloroplast, complete genome",159880
NC_086775.1,50277,"Lomatogonium carinthiacum chloroplast, complete genome",151796
NC_086776.1,4436,"TPA: Batis maritima chloroplast, complete genome",152624
NC_086777.1,420835,"Exbucklandia longipetala chloroplast, complete genome",160723
NC_086778.1,2913902,"Meteora sporadica strain LBC3 mitochondrion, complete genome",94877
NC_086779.1,3051302,"Physaloptera clausa mitochondrion, complete genome",13744
NC_086780.1,418268,"Ainsliaea henryi chloroplast, complete genome",152805
NC_086781.1,165716,"Actinidia rufa mitochondrion, complete sequence",1022459
NC_086782.1,114155,"Dichomitus squalens strain CBS463.89 mitochondrion, complete genome",65621
NC_086783.1,40442,"Fomes fomentarius strain CIRM-BRFM 1821 mitochondrion, complete genome",87967
NC_086784.1,1391043,"Leiotrametes lactinea strain CIRM-BRFM 1664 mitochondrion, complete genome",49474
NC_086785.1,2136021,"Leiotrametes menziesii strain CIRM-BRFM 1781 mitochondrion, complete genome",55822
NC_086786.1,2872513,"Perenniporia subacida mitochondrion, complete genome",51453
NC_086787.1,5632,"Trametes betulina strain CIRM-BRFM 1801 mitochondrion, complete genome",61151
NC_086788.1,160864,"Trametes gibbosa strain CIRM-BRFM 1770 mitochondrion, complete genome",47937
NC_086789.1,259368,"Trametes maxima strain CIRM-BRFM 1813 mitochondrion, complete genome",60067
NC_086790.1,526243,"Trametes meyenii strain CIRM-BRFM 1810 mitochondrion, complete genome",59455
NC_086791.1,7022,"Carausius morosus mitochondrion, complete genome",16671
NC_086792.1,87236,"Colpomenia sinuosa mitochondrion, complete genome",36068
NC_086793.1,4238,"Barnadesia caryophylla voucher KEW 001-76-0038 chloroplast, complete genome",152610
NC_086794.1,2775048,"Dasyphyllum diacanthoides voucher PDBK TCH2020-0039 chloroplast, complete genome",152278
NC_086795.1,267208,"Phyllocrania paradoxa mitochondrion, complete genome",15550
NC_086796.1,8199,"Zoarces americanus mitochondrion, complete genome",16849
NC_086797.1,83797,"Ulva taeniata voucher UC98493 chloroplast, complete genome",100923
NC_086798.1,176269,"Neoraimondia herzogiana voucher 1994-0232-1003 W chloroplast, complete genome",121100
NC_086800.1,3082791,"Ulva dactylifera voucher UC 205622 mitochondrion, complete genome",54174
NC_086801.1,44925,"Parazoanthus axinellae mitochondrion, complete genome",20979
NC_086802.1,2517112,"Triplophysa longipectoralis mitochondrion, complete genome",16609
NC_086803.1,2517111,"Triplophysa fengshanensis mitochondrion, complete genome",16607
NC_086804.1,2516855,"Triplophysa huapingensis mitochondrion, complete genome",16570
NC_086805.1,2517113,"Triplophysa longliensis mitochondrion, complete genome",16570
NC_086806.1,2516856,"Triplophysa nandanensis mitochondrion, complete genome",16604
NC_086807.1,2517114,"Triplophysa tianeensis mitochondrion, complete genome",16573
NC_086808.1,3082791,"Ulva dactylifera voucher UC 205622 chloroplast, complete genome",93205
NC_086809.1,3866,"Leucaena leucocephala mitochondrion, complete genome",785831
NC_086810.1,3116508,"Tipula legalis mitochondrion, complete genome",15625
NC_086811.1,1191672,"Tipula varipennis mitochondrion, complete genome",15772
NC_086812.1,3116509,"Tipula yasumatsuana mitochondrion, complete genome",15735
NC_086813.1,584765,"Vicatia thibetica chloroplast, complete genome",145265
NC_086814.1,2847120,"Meeboldia linearis chloroplast, complete genome",155535
NC_086815.1,3018389,"Isoetes baodongii chloroplast, complete genome",145494
NC_086816.1,433629,"Caprimulgus indicus mitochondrion, complete genome",16778
NC_086817.1,2033270,"Acromantis hesione isolate SM331 mitochondrion, complete genome",15519
NC_086818.1,2908853,"Amantis wuzhishana isolate SM330 mitochondrion, complete genome",15700
NC_086819.1,2908860,"Hierodula latipennis isolate JFL299 mitochondrion, complete genome",15865
NC_086820.1,2908869,"Statilia agresta isolate BHL108 mitochondrion, complete genome",15440
NC_086821.1,1661850,"Pseudempusa pinnapavonis isolate XSBN196 mitochondrion, complete genome",15529
NC_086822.1,2033272,"Anaxarcha sinensis isolate MS143 mitochondrion, complete genome",15562
NC_086823.1,2908872,"Theopropus sinecus isolate MS142 mitochondrion, complete genome",16023
NC_086824.1,2908865,"Phyllothelys sinensis isolate GYLC162 mitochondrion, complete genome",15453
NC_086825.1,1661847,"Phyllothelys werneri isolate HT235 mitochondrion, complete genome",15465
NC_086826.1,2908857,"Anaxarcha tianmushanensis isolate HP261 mitochondrion, complete genome",15577
NC_086827.1,2908871,"Theopompa ophthalmica isolate CJ246 mitochondrion, complete genome",16215
NC_086828.1,2908858,"Arria brevifrons isolate LC230 mitochondrion, complete genome",15880
NC_086829.1,2908859,"Arria pura isolate XS107 mitochondrion, complete genome",16319
NC_086830.1,2908877,"Astyliasula major isolate XSBN197 mitochondrion, complete genome",15491
NC_086831.1,2909294,"Gonypeta brunneri isolate DLS319 mitochondrion, complete genome",15484
NC_086832.1,2909580,"Theopompa maculosa isolate SM341 mitochondrion, complete genome",16353
NC_086833.1,341688,"Mycetophylax simplex voucher Br543 mitochondrion, complete genome",16367
NC_086834.1,330579,"Anatherum bicorne isolate AUB 110 chloroplast, complete genome",140276
NC_086835.1,1755022,"Anatherum africanum isolate TK525 chloroplast, complete genome",140058
NC_086836.1,1611267,"Anatherum arenarium isolate GA Norrmann 139 chloroplast, complete genome",140298
NC_086837.1,2078704,"Anatherum capillipes isolate AUB 134 chloroplast, complete genome",140587
NC_086838.1,1620016,"Anatherum brachystachyum isolate AUB 123 chloroplast, complete genome",140788
NC_086839.1,330547,"Anatherum glomeratum isolate TK423 chloroplast, complete genome",140571
NC_086840.1,1755027,"Anatherum ibityense isolate TK521 chloroplast, complete genome",140787
NC_086841.1,3118202,"Andropogon tenuiberbis isolate TK469 chloroplast, complete genome",140300
NC_086842.1,1079125,"Anatherum virginicum isolate AUB 16-2 chloroplast, complete genome",140745
NC_086843.1,1755029,"Anatherum trichozygum isolate Vorontsova 1925-1 chloroplast, complete genome",140745
NC_086844.1,2673479,"Hermonassa cecilia mitochondrion, complete genome",15447
NC_086845.1,3486,"Humulus lupulus mitochondrion, complete genome",400022
NC_086846.1,72433,"Delonix regia mitochondrion, complete genome",840789
NC_086847.1,3117748,"Pseudecheneis paviei mitochondrion, complete genome",16529
NC_086848.1,1136799,"Schistura callichromus mitochondrion, complete genome",16574
NC_086849.1,537173,"Megacarpaea megalocarpa chloroplast, complete genome",154877
NC_086850.1,3116939,"Vanda coelestis voucher Lior124 chloroplast, complete genome",148073
NC_086851.1,1028097,"Coridius chinensis mitochondrion, complete genome",16214
NC_086852.1,1218178,"Alepes melanoptera mitochondrion, complete genome",16569
NC_086853.1,1712205,"Flemingia stricta chloroplast, complete genome",152940
NC_086854.1,3118444,"Desmometopa sabroskyi mitochondrion, complete genome",15841
NC_086855.1,1720486,"Amorphophallus tonkinensis chloroplast, complete genome",169341
NC_086856.1,2030015,"Lithocarpus longipedicellatus chloroplast, complete genome",162615
NC_086857.1,1482880,"Lithocarpus calophyllus chloroplast, complete genome",161225
NC_086858.1,2831156,"Lithocarpus crassifolius chloroplast, complete genome",161331
